?value	?property	?lang	?langVar
"suffix"	"conjClass"	"somali"	"standard"
"suffix"	"pluralClass"	"khamtanga"	
"suffix"	"proClass"	"egyptian"	"middle"
"suffix"	"proClass"	"kambaata"	
"suffix"	"tokenType"	"arbore"	
"suffix"	"tokenType"	"boni"	"jara"
"suffix"	"tokenType"	"boni"	"kilii"
"suffix"	"tokenType"	"dhaasanac"	
"suffix1"	"conjClass"	"boni"	"jara"
"suffix1"	"conjClass"	"boni"	"kilii"
"suffix2"	"conjClass"	"boni"	
"suffix2"	"conjClass"	"boni"	"jara"
"suffix2"	"conjClass"	"boni"	"kilii"
"suffix3"	"conjClass"	"boni"	"jara"
"suffix3"	"conjClass"	"boni"	"kilii"
"suffix4"	"conjClass"	"boni"	"jara"
"suffix4"	"conjClass"	"boni"	"kilii"
"suffixClass"	"conjClass"	"boni"	"jara"
"suffixClass"	"conjClass"	"boni"	"kilii"
"suffixIrregular"	"conjClass"	"saho"	
"suffixPron"	"objectType"	"coptic"	"sahidic"
"suffixation"	"pluralClass"	"khamtanga"	
"suppletive"	"extended"	"dhaasanac"	
"suppletive"	"suppletion"	"burji"	
"syriac"	"lang"	"syriac"	
"t"	"prefixGroup"	"arbore"	
"t-Extension"	"dervStemAug"	"bayso"	
"tSuff"	"suffType"	"arbore"	
"taSuff"	"suffType"	"arbore"	
"tatak"	"pdgmLexLabel"	"gawwada"	
"teeh"	"pdgmLexLabel"	"gawwada"	
"template"	"pdgmType"	"gawwada"	
"temporal"	"clauseConjugation"	"coptic"	"sahidic"
"temporal"	"clauseType"	"awngi"	
"temporal"	"tam"	"khamtanga"	
"temporal1"	"clauseType"	"maale"	
"temporal2"	"clauseType"	"maale"	
"temporalSubordinate"	"clauseConjugation"	"coptic"	"sahidic"
"tenseAspOverview"	"morphClass"	"beja"	"atmaan"
"tenseAspOverview"	"verbMorphClass"	"beja"	"atmaan"
"tenseAspectMarking"	"verbMorphClass"	"alaaba"	
"tenseAspectMoodPref"	"verbMorphClass"	"yaaku"	
"tenseFormation"	"verbMorphClass"	"iraqw"	
"tenseFormation"	"verbMorphClass"	"saho"	
"tenseFormation"	"verbMorphClass"	"yemsa"	
"tenseFormation1"	"verbMorphClass"	"iraqw"	
"tenseFormation2"	"verbMorphClass"	"iraqw"	
"tensePersNumGenTemplate"	"verbMorphClass"	"sidaama"	
"tenseSuffSets"	"verbMorphClass"	"tsamakko"	
"terminative"	"clauseConjugation"	"coptic"	"sahidic"
"terminative"	"clauseType"	"awngi"	
"terminative"	"tam"	"coptic"	"sahidic"
"thatArea"	"deixis"	"sidaama"	
"theme"	"verbMorphClass"	"akkadian"	"OB"
"there"	"deixis"	"sidaama"	
"there"	"selector"	"dahalo"	
"thisArea"	"deixis"	"sidaama"	
"tnsAspModStem"	"verbMorphClass"	"bayso"	
"trans"	"transitivity"	"coptic"	"sahidic"
"transVerbPatterns"	"verbMorphClass"	"beja"	"atmaan"
"transitive"	"valence"	"alaaba"	
"transitivization"	"dervStemAug"	"bayso"	
"transitivization2arh"	"dervStemAug"	"bayso"	
"transitivize"	"dervStem"	"alaaba"	
"transitivize-caus"	"dervStem"	"alaaba"	
"tsamakko"	"lang"	"tsamakko"	
"u-Form"	"mainStem"	"afar"	
"uClass"	"ablautClass"	"akkadian"	"OB"
"unit"	"numRef"	"bayso"	
"urkees"	"pdgmLexLabel"	"gawwada"	
"urkeesad"	"pdgmLexLabel"	"gawwada"	
"vFin1"	"stemClass"	"beja"	"atmaan"
"vFin2"	"stemClass"	"beja"	"atmaan"
"vNoun"	"tam"	"yemsa"	
"vSubjSetA"	"vSubjSet"	"kemant"	
"vSubjSetB"	"vSubjSet"	"kemant"	
"var1"	"varClass"	"awngi"	
"var2"	"varClass"	"awngi"	
"varA"	"varClass"	"awngi"	
"varB"	"varClass"	"awngi"	
"varB1"	"varB"	"awngi"	
"varB2"	"varB"	"awngi"	
"varB3"	"varB"	"awngi"	
"varBx"	"varB"	"awngi"	
"variable"	"clauseConjugation"	"coptic"	"sahidic"
"ventive"	"cliticClass"	"boni"	"jara"
"ventive"	"cliticClass"	"boni"	"kilii"
"ventive"	"dervCat"	"elmolo"	
"ventive"	"dervStem"	"yaaku"	
"ventive"	"selector"	"dahalo"	
"verb"	"conjClass"	"yaaku"	
"verb"	"proClasspos"	"gawwada"	
"verbFocus"	"focusType"	"gawwada"	
"verbNegation"	"verbMorphClass"	"sidaama"	
"verbStems"	"verbMorphClass"	"geez"	
"verbal"	"case"	"dhaasanac"	
"verbalNoun"	"nonFiniteForm"	"dhaasanac"	
"verbalNoun"	"verbMorphClass"	"khamtanga"	
"verbalNoun"	"verbType"	"dhaasanac"	
"verbaliser"	"dervStem"	"iraqw"	
"verbaliser"	"dervStem"	"tsamakko"	
"veridical"	"modal"	"maale"	
"vetitive"	"tam"	"akkadian"	"OB"
"vocative"	"proClass"	"koorete"	
"vowel"	"stemClass"	"khamtanga"	
"vowel"	"stemFin"	"beja"	"beniamer"
"w-Class"	"stemAltClass"	"arbore"	
"wCC"	"rootClass"	"akkadian"	"OB"
"wCC"	"rootClass"	"hebrew"	
"wPro"	"proType"	"burji"	
"weak"	"strength"	"beja"	"atmaan"
"what"	"interrClass"	"burji"	
"what"	"interrClass"	"gedeo"	
"what"	"interrClass"	"hadiyya"	
"what"	"interrClass"	"kambaata"	
"what"	"interrClass"	"sidaama"	
"when"	"interrClass"	"burji"	
"when"	"interrClass"	"gedeo"	
"when"	"interrClass"	"kambaata"	
"when"	"interrClass"	"sidaama"	
"where"	"interrClass"	"burji"	
"where"	"interrClass"	"gedeo"	
"where"	"interrClass"	"hadiyya"	
"where"	"interrClass"	"kambaata"	
"where"	"interrClass"	"sidaama"	
"which"	"interrClass"	"sidaama"	
"who"	"interrClass"	"burji"	
"who"	"interrClass"	"gedeo"	
"who"	"interrClass"	"hadiyya"	
"who"	"interrClass"	"kambaata"	
"who"	"interrClass"	"sidaama"	
"woPro"	"proType"	"burji"	
"wolaytta"	"lang"	"wolaytta"	
"y"	"pdgmLexLabel"	"alaaba"	
"y"	"prefixGroup"	"arbore"	
"yCC"	"rootClass"	"hebrew"	
"yaaku"	"lang"	"yaaku"	
"yemsa"	"lang"	"yemsa"	
"yooq"	"pdgmLexLabel"	"gawwada"	
"ʔa"	"selectorGroup"	"arbore"	
"ʔalɗúna"	"selectorGroup"	"arbore"	
"ʔalɗún̅"	"selectorGroup"	"arbore"	
"ʔalɗúso"	"selectorGroup"	"arbore"	
"ʔalɗúy"	"selectorGroup"	"arbore"	
"ʔamma"	"selectorGroup"	"arbore"	
"ʔaná"	"selectorGroup"	"arbore"	
"ʔan̅"	"selectorGroup"	"arbore"	
"ʔasó"	"selectorGroup"	"arbore"	
"ʔay"	"selectorGroup"	"arbore"	
"ʔí"	"selectorGroup"	"arbore"	
"ʔímma"	"selectorGroup"	"arbore"	
"ʔína"	"selectorGroup"	"arbore"	
"ʔín̅"	"selectorGroup"	"arbore"	
"ʔíso"	"selectorGroup"	"arbore"	
"ʔíy"	"selectorGroup"	"arbore"	
