?property	?value	?lang	?langVar
"verbMorphClass"	"conjA-conjBComparison"	"tsamakko"	
"verbMorphClass"	"conjPattern"	"yemsa"	
"verbMorphClass"	"copLoc"	"yaaku"	
"verbMorphClass"	"copula"	"alaaba"	
"verbMorphClass"	"copula"	"bayso"	
"verbMorphClass"	"copula"	"bilin"	
"verbMorphClass"	"copula"	"boni"	"kilii"
"verbMorphClass"	"copula"	"shinassha"	
"verbMorphClass"	"copula"	"yaaku"	
"verbMorphClass"	"copulaExist"	"khamtanga"	
"verbMorphClass"	"dervStem"	"alaaba"	
"verbMorphClass"	"dervStem"	"bayso"	
"verbMorphClass"	"dervStem"	"burji"	
"verbMorphClass"	"dervStem"	"elmolo"	
"verbMorphClass"	"dervStem"	"gawwada"	
"verbMorphClass"	"dervStem"	"hadiyya"	
"verbMorphClass"	"dervStem"	"hebrew"	
"verbMorphClass"	"dervStem"	"kambaata"	
"verbMorphClass"	"dervStem"	"koorete"	
"verbMorphClass"	"dervStem"	"maale"	
"verbMorphClass"	"dervStem"	"shinassha"	
"verbMorphClass"	"dervStem"	"sidaama"	
"verbMorphClass"	"dervStem"	"wolaytta"	
"verbMorphClass"	"dervStem"	"yaaku"	
"verbMorphClass"	"dervStem"	"yemsa"	
"verbMorphClass"	"dervStemForm"	"beja"	"hadendowa"
"verbMorphClass"	"dervStemFormation"	"tsamakko"	
"verbMorphClass"	"dervStemMarker"	"dhaasanac"	
"verbMorphClass"	"dervStemSuff"	"iraqw"	
"verbMorphClass"	"dervSuff"	"bilin"	
"verbMorphClass"	"diffSubjSuff"	"alaaba"	
"verbMorphClass"	"existence"	"shinassha"	
"verbMorphClass"	"existence"	"sidaama"	
"verbMorphClass"	"exx"	"gawwada"	
"verbMorphClass"	"focusStructure"	"gawwada"	
"verbMorphClass"	"formation"	"beja"	"hadendowa"
"verbMorphClass"	"have"	"yaaku"	
"verbMorphClass"	"imprtvOverview"	"beja"	"atmaan"
"verbMorphClass"	"infinitive"	"arabic"	
"verbMorphClass"	"infinitive"	"iraqw"	
"verbMorphClass"	"inflClass"	"shinassha"	
"verbMorphClass"	"inflectionTemplate"	"maale"	
"verbMorphClass"	"intention"	"beja"	"atmaan"
"verbMorphClass"	"interrSubjMarker"	"shinassha"	
"verbMorphClass"	"interrogative"	"shinassha"	
"verbMorphClass"	"monorad"	"shinassha"	
"verbMorphClass"	"monoradical"	"wolaytta"	
"verbMorphClass"	"monosyll"	"yemsa"	
"verbMorphClass"	"mood"	"beja"	"atmaan"
"verbMorphClass"	"negAux"	"beja"	"atmaan"
"verbMorphClass"	"negCop"	"beja"	"atmaan"
"verbMorphClass"	"negationAffix"	"boni"	"jara"
"verbMorphClass"	"negativeAffix"	"boni"	"kilii"
"verbMorphClass"	"nomForm"	"beja"	"hadendowa"
"verbMorphClass"	"nominalizationPatterns"	"beja"	"atmaan"
"verbMorphClass"	"nonCrnlDrop"	"dhaasanac"	
"verbMorphClass"	"objSuff"	"beja"	"atmaan"
"verbMorphClass"	"objSuffExx"	"beja"	"atmaan"
"verbMorphClass"	"objSuffPdgm"	"beja"	"atmaan"
"verbMorphClass"	"partialPdgm"	"gawwada"	
"verbMorphClass"	"participle"	"arabic"	
"verbMorphClass"	"participle"	"iraqw"	
"verbMorphClass"	"pastPresOverview"	"beja"	"atmaan"
"verbMorphClass"	"pdgmOverview"	"beja"	"atmaan"
"verbMorphClass"	"persAffix"	"elmolo"	
"verbMorphClass"	"persNumTenseSuff"	"sidaama"	
"verbMorphClass"	"persSuff"	"bayso"	
"verbMorphClass"	"persSuff"	"bilin"	
"verbMorphClass"	"preVerbParticles"	"bayso"	
"verbMorphClass"	"proAgreement"	"yaaku"	
"verbMorphClass"	"proSuff"	"tsamakko"	
"verbMorphClass"	"proSuff"	"yemsa"	
"verbMorphClass"	"relSuff"	"beja"	"atmaan"
"verbMorphClass"	"repetitive"	"beja"	"atmaan"
"verbMorphClass"	"rootStructure"	"maale"	
"verbMorphClass"	"selBE"	"iraqw"	
"verbMorphClass"	"selBEImpersHit"	"iraqw"	
"verbMorphClass"	"selBENom"	"iraqw"	
"verbMorphClass"	"selBEObj"	"iraqw"	
"verbMorphClass"	"selBEVerb"	"iraqw"	
"verbMorphClass"	"selector"	"dahalo"	
"verbMorphClass"	"selector"	"iraqw"	
"verbMorphClass"	"selectorForms"	"iraqw"	
"verbMorphClass"	"selectorForms2"	"iraqw"	
"verbMorphClass"	"stemFormation"	"dhaasanac"	
"verbMorphClass"	"stemFormation"	"iraqw"	
"verbMorphClass"	"subjMarker"	"akkadian"	"OB"
"verbMorphClass"	"subjMarker"	"beja"	"bishari"
"verbMorphClass"	"subjMarker"	"beja"	"hadendowa"
"verbMorphClass"	"subjMarker"	"elmolo"	
"verbMorphClass"	"subjMarker"	"geez"	
"verbMorphClass"	"subjMarker"	"hebrew"	
"verbMorphClass"	"subjMarker"	"iraqw"	
"verbMorphClass"	"subjMarkerConnConj"	"sidaama"	
"verbMorphClass"	"subjMarkerInfinSub"	"sidaama"	
"verbMorphClass"	"subjMarkerMain"	"sidaama"	
"verbMorphClass"	"subjMarkerSuff"	"alaaba"	
"verbMorphClass"	"subjMarkerTemplates"	"hadiyya"	
"verbMorphClass"	"subjMarkerTemplates"	"kambaata"	
"verbMorphClass"	"subjMarkers"	"alaaba"	
"verbMorphClass"	"subjMarkers"	"boni"	"jara"
"verbMorphClass"	"subjMarkers"	"boni"	"kilii"
"verbMorphClass"	"subjMarkers"	"burji"	
"verbMorphClass"	"subjMarkers"	"tsamakko"	
"verbMorphClass"	"subjPref"	"beja"	"atmaan"
"verbMorphClass"	"subjPref"	"yaaku"	
"verbMorphClass"	"subjSuff"	"alaaba"	
"verbMorphClass"	"subjSuff"	"shinassha"	
"verbMorphClass"	"subjSuff"	"yaaku"	
"verbMorphClass"	"subjSuffInterr"	"shinassha"	
"verbMorphClass"	"suffAlternate"	"awngi"	
"verbMorphClass"	"suffStructure"	"sidaama"	
"verbMorphClass"	"tenseAspOverview"	"beja"	"atmaan"
"verbMorphClass"	"tenseAspectMarking"	"alaaba"	
"verbMorphClass"	"tenseAspectMoodPref"	"yaaku"	
"verbMorphClass"	"tenseFormation"	"iraqw"	
"verbMorphClass"	"tenseFormation"	"saho"	
"verbMorphClass"	"tenseFormation"	"yemsa"	
"verbMorphClass"	"tenseFormation1"	"iraqw"	
"verbMorphClass"	"tenseFormation2"	"iraqw"	
"verbMorphClass"	"tensePersNumGenTemplate"	"sidaama"	
"verbMorphClass"	"tenseSuffSets"	"tsamakko"	
"verbMorphClass"	"theme"	"akkadian"	"OB"
"verbMorphClass"	"tnsAspModStem"	"bayso"	
"verbMorphClass"	"transVerbPatterns"	"beja"	"atmaan"
"verbMorphClass"	"verbNegation"	"sidaama"	
"verbMorphClass"	"verbStems"	"geez"	
"verbMorphClass"	"verbalNoun"	"khamtanga"	
"verbType"	"finite"	"dhaasanac"	
"verbType"	"verbalNoun"	"dhaasanac"	
"voice"	"active"	"arabic"	
"voice"	"passive"	"arabic"	
"voice"	"stative"	"arabic"	
